generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1774816338-fGi9oNybIBLsYOor3TCz,2026-03-29 20:32:18.744,0.002581,,-0.010852,,0,26010,143,0,24116,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1892,1054,OpenClaw,OPenClaw
gen-1774816336-a0ADueIWCSkN1s0YvrOj,2026-03-29 20:32:16.266,0.002225,,-0.010852,,0,25875,47,0,24117,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1019,999,OpenClaw,OPenClaw
gen-1774816330-exgs7jExJxFLddCKrnTl,2026-03-29 20:32:10.202,0.007753,,-0.007708,,0,24833,1015,0,17129,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,5886,5854,OpenClaw,OPenClaw
gen-1774816326-leS5XsS7tWgWeMkTaOJe,2026-03-29 20:32:06.897,0.004232,,-0.009216,,0,24084,469,0,20481,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,3078,3055,OpenClaw,OPenClaw
gen-1774816325-9tgDp5M5ktKHS73XGBXi,2026-03-29 20:32:05.005,0.002077,,-0.009028,,0,21301,152,0,20064,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1634,1623,OpenClaw,OPenClaw
gen-1774816323-I5VpeANHssmE3M49Mc5a,2026-03-29 20:32:03.685,0.002696,,-0.007435,,0,19899,61,0,16524,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1113,1097,OpenClaw,OPenClaw
gen-1774816322-Fcqw7NbILc9aON6mPjt2,2026-03-29 20:32:02.244,0.002127,,-0.007367,,0,18882,18,0,16372,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1251,1231,OpenClaw,OPenClaw
gen-1774816318-gUK4DoaG612SuagY7zAB,2026-03-29 20:31:58.127,0.010622,,,,0,17645,600,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,3568,3551,OpenClaw,OPenClaw
gen-1774816316-aONXPAMDd6XVibBcPuSk,2026-03-29 20:31:56.349,0.008206,,,,0,16274,23,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1352,1258,OpenClaw,OPenClaw
gen-1774816214-kisVNOGdjl615fXkbgxX,2026-03-29 20:30:14.088,0.004177,,-0.007632,,0,21842,296,0,16960,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2866,1049,OpenClaw,OPenClaw
gen-1774816212-f4fzc0IdSKp6GOH1u5E8,2026-03-29 20:30:12.797,0.001686,,-0.007358,,0,17856,39,0,16352,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1054,1027,OpenClaw,OPenClaw
gen-1774816211-KKRTfWksOLYNspR4dlxs,2026-03-29 20:30:11.328,0.001784,,-0.007356,,0,17713,95,0,16348,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1292,1272,OpenClaw,OPenClaw
gen-1774816209-QbtlXLkHNbMS1NZa3ixx,2026-03-29 20:30:09.561,0.001656,,-0.007362,,0,17607,72,0,16362,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1341,1318,OpenClaw,OPenClaw
gen-1774816208-VPDMyT1Qxb8m36iGUyz7,2026-03-29 20:30:08.163,0.001462,,-0.007348,,0,17333,48,0,16329,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1214,1184,OpenClaw,OPenClaw
gen-1774816206-pTCalE255PQchpVcUGaG,2026-03-29 20:30:06.809,0.001256,,-0.007342,,0,16953,41,0,16317,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1165,1138,OpenClaw,OPenClaw
gen-1774816205-iqB8RpUt54CYXLUhjsQQ,2026-03-29 20:30:05.388,0.008548,,,,0,16785,52,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1235,1210,OpenClaw,OPenClaw
gen-1774816203-7ThK4ULJe7bEbPlcslOL,2026-03-29 20:30:03.803,0.005464,,-0.00293,,0,16574,36,0,6512,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1184,1169,OpenClaw,OPenClaw
gen-1774814403-MDZCvHDp8Ys6Qt3l9K8G,2026-03-29 20:00:03.963,0.008856,,,,0,17689,4,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2834,2820,OpenClaw,OPenClaw
gen-1774814400-pRBE4wprNeVBFXYz0cFH,2026-03-29 20:00:00.646,0.002412,,-0.005844,,0,16339,29,0,12987,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1077,1070,OpenClaw,OPenClaw
gen-1774813650-yFBuCYf1Ivu9Bc8lA2U6,2026-03-29 19:47:30.165,0.012256,,-0.091785,,0,208047,6,0,203967,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1624,1409,OpenClaw,OPenClaw
gen-1774813643-txd889UR2nNmXf7QUbn2,2026-03-29 19:47:23.785,0.103498,,,,0,205400,266,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,4346,4223,OpenClaw,OPenClaw
gen-1774812603-TRWg8s5jOaa9NjmDOWly,2026-03-29 19:30:03.485,0.002514,,-0.007442,,0,19002,152,0,16538,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2058,1053,OpenClaw,OPenClaw
gen-1774812600-8klXZ9LMEzvOdCF5lCyp,2026-03-29 19:30:00.650,0.008256,,,,0,16339,29,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1105,1090,OpenClaw,OPenClaw
gen-1774810892-kR87ZyNdVUWGGlSzkWTB,2026-03-29 19:01:32.352,0.005075,,-0.011241,,0,30347,381,0,24980,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,3519,1306,OpenClaw,OPenClaw
gen-1774810889-PopjnYRMmFuzpFjbOCwl,2026-03-29 19:01:29.704,0.002799,,-0.011042,,0,26465,203,0,24538,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,2343,2324,OpenClaw,OPenClaw
gen-1774810888-4zzYHpWbOywqEfdrxyba,2026-03-29 19:01:28.459,0.003513,,-0.009436,,0,25773,21,0,20969,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1065,1047,OpenClaw,OPenClaw
gen-1774810887-Ey9v25t5GsckVFSADb2g,2026-03-29 19:01:27.064,0.012934,,,,0,25629,40,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1210,1195,OpenClaw,OPenClaw
gen-1774810885-fI1hDTZtronV5rheHNJX,2026-03-29 19:01:25.574,0.003606,,-0.007713,,0,22496,24,0,17142,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1287,1271,OpenClaw,OPenClaw
gen-1774810884-t0V0DOmLQu6A7ksfgalO,2026-03-29 19:01:24.233,0.00227,,-0.007521,,0,19332,42,0,16715,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1106,1090,OpenClaw,OPenClaw
gen-1774810882-FTQCWlBxkEjI7mqTO1jV,2026-03-29 19:01:22.968,0.001943,,-0.007484,,0,18713,24,0,16633,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1079,1063,OpenClaw,OPenClaw
gen-1774810881-Xqs84V3wmJKjWENthJw0,2026-03-29 19:01:21.413,0.001976,,-0.007476,,0,18499,68,0,16615,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1353,1333,OpenClaw,OPenClaw
gen-1774810879-R4CcuJJL4eNevQKNS5ie,2026-03-29 19:01:19.730,0.008183,,,,0,16216,25,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1286,1266,OpenClaw,OPenClaw
gen-1774810803-00ixCCQ9Lt9FwjHmoo8X,2026-03-29 19:00:03.898,0.009898,,,,0,19005,132,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2062,1209,OpenClaw,OPenClaw
gen-1774810800-Chn8OFFPadb1hib6PuWE,2026-03-29 19:00:00.747,0.008259,,,,0,16339,30,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1286,1286,OpenClaw,OPenClaw
gen-1774810084-jsaCLKRyuu7L7X6K8F90,2026-03-29 18:48:04.331,0.004817,,-0.012815,,0,33461,301,0,28479,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2580,1151,OpenClaw,OPenClaw
gen-1774810082-RUOLpTdZODvd45KJjbqZ,2026-03-29 18:48:02.876,0.002959,,-0.012676,,0,30714,93,0,28170,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1219,1212,OpenClaw,OPenClaw
gen-1774810080-2gOrFB2zfqfoTC0g5G4y,2026-03-29 18:48:00.750,0.007968,,-0.00792,,0,30458,220,0,17602,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1942,1921,OpenClaw,OPenClaw
gen-1774810079-VTs9xloTqPQZ26wDTuYG,2026-03-29 18:47:59.392,0.002548,,-0.012674,,0,30289,26,0,28165,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1180,1160,OpenClaw,OPenClaw
gen-1774810077-lMzyEPWrv8x0u8ZUJbB4,2026-03-29 18:47:57.859,0.004133,,-0.011093,,0,30202,42,0,24652,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1261,1243,OpenClaw,OPenClaw
gen-1774810073-oXCTt5KG2x2qeJF7MTgR,2026-03-29 18:47:53.847,0.01631,,,,0,29657,494,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,3846,3754,OpenClaw,OPenClaw
gen-1774810072-AxzZ30khXccla1mpIbL0,2026-03-29 18:47:52.560,0.002354,,-0.01089,,0,26344,24,0,24200,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1079,1060,OpenClaw,OPenClaw
gen-1774810071-VlPInfQh6znTbcOA5NzV,2026-03-29 18:47:51.115,0.005477,,-0.007781,,0,26266,42,0,17292,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1151,1126,OpenClaw,OPenClaw
gen-1774810067-nHpDNYZYxifsSKwXSwnD,2026-03-29 18:47:47.155,0.014624,,,,0,25606,607,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,3759,3736,OpenClaw,OPenClaw
gen-1774810064-vsUTKwjsKidygVh4iB1m,2026-03-29 18:47:44.446,0.009902,,,,0,19600,34,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1023,999,OpenClaw,OPenClaw
gen-1774810061-ST4j7YckKmxAfsjhWwiW,2026-03-29 18:47:41.489,0.008391,,,,0,16398,64,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1704,1651,OpenClaw,OPenClaw
gen-1774810061-v0Q5Uv5CoUFu3Zc0RwSJ,2026-03-29 18:47:41.400,0.010664,,-0.092038,,0,205243,27,0,204530,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,5745,5416,OpenClaw,OPenClaw
gen-1774810057-54zmXThq6ug0cUGBTEfl,2026-03-29 18:47:37.111,0.010641,,-0.092047,,0,205132,41,0,204549,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,2418,2207,OpenClaw,OPenClaw
gen-1774810046-RdD5HPBJPtYecgIB3Ncg,2026-03-29 18:47:26.920,0.012307,,-0.09035,,0,205058,43,0,200779,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,7986,7786,OpenClaw,OPenClaw
gen-1774810040-vmWN1glaXOY6EwOi1JfW,2026-03-29 18:47:20.394,0.103042,,,,0,204458,271,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,4378,4184,OpenClaw,OPenClaw
gen-1774809086-ebKSVldRZ5uhKSbzjhY2,2026-03-29 18:31:26.693,0.014515,,,,0,29031,0,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1205,1205,OpenClaw,OPenClaw
gen-1774809085-vxcHQRML1LcwvvWy8dnL,2026-03-29 18:31:25.311,0.012931,,,,0,25719,24,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1188,1154,OpenClaw,OPenClaw
gen-1774809083-g0SIvdPznjMaUsm46Wvq,2026-03-29 18:31:23.762,0.002054,,-0.010894,,0,25646,42,0,24211,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1230,1210,OpenClaw,OPenClaw
gen-1774809079-Fjb6Ua6kt6yBZJmlJDBc,2026-03-29 18:31:19.540,0.003682,,-0.010855,,0,24900,696,0,24123,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,4043,4022,OpenClaw,OPenClaw
gen-1774809077-cK9pK6JX0vrCgH9X1p4z,2026-03-29 18:31:17.923,0.001679,,-0.010859,,0,24826,42,0,24133,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1282,1255,OpenClaw,OPenClaw
gen-1774809073-krPXowo1NF1hZdfHCJbg,2026-03-29 18:31:13.670,0.006351,,-0.007727,,0,24096,677,0,17173,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,4072,4047,OpenClaw,OPenClaw
gen-1774809070-1L5YPeW78wCGrb8y8tw4,2026-03-29 18:31:10.896,0.001581,,-0.007359,,0,17678,34,0,16354,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1125,1073,OpenClaw,OPenClaw
gen-1774809067-mZIECwXGe0OT8VpjgLO3,2026-03-29 18:31:07.818,0.008379,,,,0,16398,60,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1192,1181,OpenClaw,OPenClaw
gen-1774809063-aqp1pZc2scwiPhXuvY5o,2026-03-29 18:31:03.212,0.002829,,-0.007492,,0,20644,0,0,16651,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,911,911,OpenClaw,OPenClaw
gen-1774809060-R91ItAd5sw6IYYgdu1By,2026-03-29 18:31:00.712,0.008319,,,,0,16398,40,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1353,1266,OpenClaw,OPenClaw
gen-1774809003-y1UVehgP1fg0VeXb4J8U,2026-03-29 18:30:03.495,0.00238,,-0.007441,,0,18989,109,0,16536,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1338,846,OpenClaw,OPenClaw
gen-1774809000-gS8r6bnfGEFsLmagrX9d,2026-03-29 18:30:00.667,0.008256,,,,0,16339,29,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1080,1077,OpenClaw,OPenClaw
gen-1774808464-fxrQfcBScv0DilmoJOnX,2026-03-29 18:21:04.642,0.038881,,,0,0,604,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,8599,8547,,snipsprout
gen-1774808464-fu7hEX1CehvcFE3qoojq,2026-03-29 18:21:04.126,0.038911,,,0,0,612,1301,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,7880,6801,,snipsprout
gen-1774808444-3z8YUVsM6jgKDwGoJJjW,2026-03-29 18:20:44.622,0.014268,,,0,0,391,873,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,18912,544,,snipsprout
gen-1774808444-oLFnC75Uqxl3bx1aOwPB,2026-03-29 18:20:44.483,0.014106,,,0,0,392,862,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,20029,656,,snipsprout
gen-1774808337-e7OBGRoZyhkIjJeQHn3H,2026-03-29 18:18:57.379,0.038902,,,0,0,542,1306,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,11220,1484,,snipsprout
gen-1774808336-AtBOhoVRZ1q9TlwygHVk,2026-03-29 18:18:56.952,0.038942,,,0,0,601,1315,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,8102,431,,snipsprout
gen-1774808319-blaqGTdupz4BekfRNtGG,2026-03-29 18:18:39.319,0.012444,,,0,0,378,754,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,17966,493,,snipsprout
gen-1774808318-4CoMTXPllj5Ogp6CFMoL,2026-03-29 18:18:38.134,0.013359,,,0,0,378,815,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,18640,655,,snipsprout
gen-1774807217-rcZzDjGFPMHlB6xoZxSX,2026-03-29 18:00:17.217,0.002691,,,0,0,272,125,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,3055,706,,snipsprout
gen-1774807203-EDtVS8xl4wv8ZuvUtBkq,2026-03-29 18:00:03.926,0.010376,,,,0,19942,135,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1757,1070,OpenClaw,OPenClaw
gen-1774807200-hStuUlLEHPQ00AZ6LuGf,2026-03-29 18:00:00.672,0.008244,,,,0,16339,25,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1089,1089,OpenClaw,OPenClaw
gen-1774807065-kN73OrEAi4lI3GhJQ4P0,2026-03-29 17:57:45.154,0.038888,,,0,0,629,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,7657,7657,,snipsprout
gen-1774807062-QW3OflPVWNv1DpSVQoVe,2026-03-29 17:57:42.884,0.038882,,,0,0,608,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,11719,11687,,snipsprout
gen-1774807044-rmZMIR9UFZCehdDhxRQ7,2026-03-29 17:57:24.804,0.014727,,,0,0,384,905,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,20260,517,,snipsprout
gen-1774807044-Oeye0ExkO69wTyvm6V3R,2026-03-29 17:57:24.459,0.013905,,,0,0,385,850,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,18298,478,,snipsprout
gen-1774806857-uHfmBPGCZMXChaeTOgdr,2026-03-29 17:54:17.620,0.038894,,,0,0,647,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,7553,7513,,snipsprout
gen-1774806856-MoUlJ9s4Y9fKcDDQ7TNT,2026-03-29 17:54:16.081,0.038928,,,0,0,588,1311,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,8197,460,,snipsprout
gen-1774806838-RajO6L2whF2NFvqisFes,2026-03-29 17:53:58.396,0.014019,,,0,0,388,857,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,17622,559,,snipsprout
gen-1774806837-KTFvLTDLP0q1WpVtw2SB,2026-03-29 17:53:57.191,0.015195,,,0,0,390,935,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,20268,561,,snipsprout
gen-1774806450-8BnzZzYa79wpS8I8wiRM,2026-03-29 17:47:30.327,0.103627,,,,0,207219,6,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2923,2724,OpenClaw,OPenClaw
gen-1774806447-RDUiVVp0KGhip3lWGCXI,2026-03-29 17:47:27.192,0.013561,,-0.09009,,0,207106,33,0,200201,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,2170,2040,OpenClaw,OPenClaw
gen-1774806440-Li81mBtyTnM5sfaYrnAy,2026-03-29 17:47:20.419,0.10303,,,,0,204458,267,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,4884,4766,OpenClaw,OPenClaw
gen-1774805410-LHb010HAwOvww8NU4S5r,2026-03-29 17:30:10.650,0.002469,,-0.007446,,0,19058,129,0,16547,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2107,1344,OpenClaw,OPenClaw
gen-1774805407-9WPZ4prhlgNUSLaoQJRC,2026-03-29 17:30:07.769,0.008262,,,,0,16339,31,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1249,1226,OpenClaw,OPenClaw
gen-1774805406-NrlxSo7Cr92tvCeYroIf,2026-03-29 17:30:06.003,0.00461,,-0.007834,,0,24866,4,0,17411,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1154,1128,OpenClaw,OPenClaw
gen-1774805402-pxErox8Lb4HaBFhpjMuU,2026-03-29 17:30:02.652,0.01146,,,,0,20245,446,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,3051,3036,OpenClaw,OPenClaw
gen-1774805401-kFRkR0u5wG37neQKImU0,2026-03-29 17:30:00.826,0.008308,,,,0,16496,20,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1086,1067,OpenClaw,OPenClaw
gen-1774804324-ycosSgdQkWYFojtbgswt,2026-03-29 17:12:04.837,0.038849,,,0,0,498,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,7588,7519,,snipsprout
gen-1774804322-D0G8n2VIlODhJ53tCzc2,2026-03-29 17:12:02.885,0.038852,,,0,0,508,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,7780,7780,,snipsprout
gen-1774804305-aUWyKQZd7NG86XGThU4M,2026-03-29 17:11:45.724,0.013845,,,0,0,390,845,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,19031,711,,snipsprout
gen-1774804304-Eq9BiPen5fFJErrqlNIa,2026-03-29 17:11:44.109,0.013869,,,0,0,388,847,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,18565,668,,snipsprout
gen-1774803640-K07BHMXgI0Dqtern3H8x,2026-03-29 17:00:40.228,0.013639,,,,0,27255,4,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2372,2278,OpenClaw,OPenClaw
gen-1774803628-sVxfPlmQjU2ddZBMpbfD,2026-03-29 17:00:28.327,0.008773,,,,0,16431,186,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,8740,8728,OpenClaw,OPenClaw
gen-1774803608-D4b98cieIKeraLizYjzy,2026-03-29 17:00:08.094,0.006842,,-0.002976,,0,18989,108,0,6614,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1531,1020,OpenClaw,OPenClaw
gen-1774803604-5KsNqv8YVjJENYc3lPUE,2026-03-29 17:00:04.690,0.008256,,,,0,16339,29,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1217,1205,OpenClaw,OPenClaw
gen-1774802848-QDOHzzP8ta7lrPG4cjYN,2026-03-29 16:47:28.127,0.103608,,,,0,207180,6,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,8214,7981,OpenClaw,OPenClaw
gen-1774802840-9Qu4tzQkbbePagL5an81,2026-03-29 16:47:20.395,0.103258,,,,0,204458,343,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,5846,5639,OpenClaw,OPenClaw
gen-1774802733-5YVCKBs8TxeF3nLmceIp,2026-03-29 16:45:33.749,0.038843,,,0,0,477,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,7452,7423,,snipsprout
gen-1774802732-LseUJ1EqweLCoNGQ5QP7,2026-03-29 16:45:32.717,0.038844,,,0,0,481,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,8111,8059,,snipsprout
gen-1774802714-UuSOJlSz01Yl8MQ7aWEn,2026-03-29 16:45:14.109,0.014139,,,0,0,388,865,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,18534,897,,snipsprout
gen-1774802713-hVKM4SP2C5kYgH9Wvh5M,2026-03-29 16:45:13.831,0.013905,,,0,0,390,849,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,19772,633,,snipsprout
gen-1774802335-zdlJzCFKoWvUqkxketqg,2026-03-29 16:38:55.624,0.038904,,,0,0,507,1311,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,7725,436,,snipsprout
gen-1774802333-7JxDGEJbl02daQbvPvob,2026-03-29 16:38:53.833,0.038908,,,0,0,521,1311,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,7967,423,,snipsprout
gen-1774802315-IFOiSKqM1a4DpnI1kJTA,2026-03-29 16:38:34.990,0.015174,,,0,0,388,934,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,18714,660,,snipsprout
gen-1774802315-NsZYxCTLJTqbeGGjfUGt,2026-03-29 16:38:34.968,0.01464,,,0,0,390,898,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,20510,859,,snipsprout
gen-1774801975-VGcia7Mq9OnqY6MxhWqa,2026-03-29 16:32:55.710,0.038888,,,0,0,629,1290,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,11201,11178,,snipsprout
gen-1774801975-5iIGvcfFYqi50VUlEePI,2026-03-29 16:32:55.439,0.03893,,,0,0,650,1304,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,8835,7722,,snipsprout
gen-1774801957-OQontimzbPsJb4hNT8hY,2026-03-29 16:32:36.349,0.014109,,,0,0,388,863,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,18239,550,,snipsprout
gen-1774801955-cBQERa7Iui91EMp6eP4C,2026-03-29 16:32:35.158,0.0141,,,0,0,390,862,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,20443,1721,,snipsprout
gen-1774801803-2VCleOiyuGLN2XIyTNh1,2026-03-29 16:30:03.830,0.009881,,,,0,19073,115,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1660,1077,OpenClaw,OPenClaw
gen-1774801800-VfJ5McRixvvIPelI6IPA,2026-03-29 16:30:00.681,0.008259,,,,0,16339,30,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,tool_calls,1034,1033,OpenClaw,OPenClaw
gen-1774801272-g4bm8kp57UWkLd7oQSYl,2026-03-29 16:21:12.083,0.038912,,,0,0,608,1302,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,8357,7331,,snipsprout
gen-1774801271-7x3T9MOABIovjJuOVJmm,2026-03-29 16:21:11.744,0.038952,,,0,0,666,1311,0,0,google/gemini-2.5-flash-image,Google,standard,false,true,,STOP,stop,11980,1400,,snipsprout
gen-1774801252-bXKNxa72jIWVaORqL0HN,2026-03-29 16:20:52.984,0.013887,,,0,0,384,849,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,18774,518,,snipsprout
gen-1774801252-SDMlRtxBvMC3hMTYySQG,2026-03-29 16:20:51.891,0.014685,,,0,0,385,902,0,0,anthropic/claude-4-sonnet-20250522,Google,standard,false,true,,end_turn,stop,19059,537,,snipsprout
